movieName;Metascore_w;Author;Summary;Sentiment;Abs_Increase
50-first-dates;7;EssenceOfSugar;"[ ""I was particularly put off by the beginning - the jokes were more or less unfunny - so I was almost put off from watching the whole film. The jokes began to get funnier and I felt kind of at ease because it was less about slapstick and more about what was going on. Adam Sandler has that unique humour where you either like it or hate it. I think the film was slightly messy in its construction, certain pieces were skipped to and the conclusion was a bit rushed. It lacked depth because of its limited explanation - although it helped to replay events that had previously happened. That doesn't make it a bad film though, because sometimes romantic comedies are just meant to be enjoyed, and this example of a medical condition in a beautiful romantic environment is refreshingly original."" ]";0.10047619047619047;
x-men-the-last-stand;8;EssenceOfSugar;"[ ""This was almost strong enough to stand on its own two feet. The action doesn't overshadow the plot or the emotional aspect too much and there's a beautiful collection of individuals that moves smoothly along, bringing some amazing variety without forgetting about them. This doesn't necessarily have a particular main character and I enjoyed the twist of Jean Grey along with the epic, all-out war between different sides. I liked how the mutants particularly were working during this, because it was different to how it was when they were just fighting in the previous two films. Of course, Ratner didn't seem to have much grip on how Singer did it because from the way I saw it, the emotional aspects were difficult to control. Despite the variety, there was a lot of running and unnecessary fighting. Overall, although it wasn't as good as the previous two films, I thoroughly very much enjoyed it."" ]";0.17857142857142852;
anger-management;10;EssenceOfSugar;"[ ""I see no reason why a film like this shouldn't receive such brilliant reviews. When I watched it, I thought it was hilarious - I could never imagine Adam Sandler and Jack Nicholson as such a pairing. The antics that both of them get up to could knock me off my feet any time. I wouldn't say that this movie was peppered with just jokes about private parts, because it wasn't. This film had a deeper meaning than that, especially as it was one man's unexpected journey to find himself. Although that sounds a bit weird, it's true, but the fact it psychologically meaningful and still manages to pull off the most hilarious jokes, it's one of the best films of its kind."" ]";0.3178571428571429;
twelve-monkeys;9;EssenceOfSugar;"[ ""A very touching and thought-provoking film surprisingly made by Terry Gilliam, one of the people behind Monty Python. The insight and themes surrounding this brilliant science-fiction film have depicted that somehow we ourselves are unsure of what is real and what is not. Each actor has their own creative part to play, and despite what you may think, with all the life-threatening and time-travel twists to get your head around, it will end up having a real impact on you, thinking about the real issues that are actually quite close to home."" ]";0.3590909090909091;
halloween-1978;10;EssenceOfSugar;"[ ""This is an honestly suspenseful thriller  it truly builds up right from the beginning. The fantastic simplicity of using the same soundtrack throughout lacks monotone and adds creepy familiarity, the neighborhood as the setting proves to be a falsely secure yet sunny environment. You're almost begging Michael Myers not to take off the mask which illustrates someone who looks human, but feels inhuman with those dark, merciless look in where his eyes should be. The colour is a muted, almost grainy tone, giving a more authentic 80's feel, with the shadow in the background disappearing with a second look which we unquestionably accept until the real thrills happen, as the haunting presence that contrasted with the setting is able to come out. Even when he does, Myers is still both intimidating and ruthless as he picks them off."", ""The self-reference of a director undoubtedly feels out of place, but the psychiatric character of Dr. Loomis played brilliantly with undeniably precise questioning by Donald Pleasance. We can forgive his more likely ridiculous stance as he searches for his patient, because it is counter-acted by such an emotionless, inhuman embodiment of nature vs. nurture with no solid reason to kill."", ""The running time was in tune with the story-line without frequent jump scares to provide nutrition, the kills worthwhile when they happen with a amazingly juicy one in the downstairs kitchen. It works with realism  a quiet, normal neighborhood disrupted by, rather than a raging presence, a silent stalker that symbolically represents the real safety of our neighborhood which can be likewise seen in other twisted slashers such as A Nightmare On Elm Street. The killer that comes out from beneath its shell and strikes without warning. A 6 year old with no soul, a butcher knife and murder on his mind? That is an argument that writes itself."" ]";0.09492296918767508;
equilibrium;10;EssenceOfSugar;"[ ""An underrated piece of art, this bleak future where emotions are forbidden has an ironic emotional core to it. It doesn't surround itself with blatant copies of Fahrenheit 451 and 1984, in fact, what many people would assume are carbon copies I would prefer to call references, harking back to other dystopian films while also being a standalone film in its own right. Equilibrium treats the matter with mild stoicism, foreshadowing particular events in a neat way that manages to explode in a thrilling yet thoughtful way. The ignorance of many critics that assumed the worst, didn't seem to see the whole picture. None of this was about the fact that censorship exists or that you could be executed for certain crimes. The whole idea of the film was to make you see how people behaved through lack of emotion, with the failure to see that emotion is what makes us human. Rather than take a purely political motive, it manages to incorporate perhaps a majorly ethical motive. The action that is contained in this film is not just for showing off. The stylistic features render the action scenes mindblowing, but no less helping to drive the core theme of the story - besides, the main character is a cleric, trained in the art of Gun Kata (a thrilling name for a sadly non-existent masterpiece of fighting style) who manages to put a chink in Libria's armour as we see through his perspective by realising he can use this weapon against the system that attempts and fails to betray him as someone who is 'feeling'. When I first regarded this film, I became fascinated about how, amongst the close-ups and wider shots, the main character seems to obviously show some kind of emotion without the intrusion of the system demanding why on earth he hasn't been arrested for his crimes. This ultimately came to the climax, whereby the foreshadowing managed to sneak its way in at the beginning. The fact that Christian Bale was chosen for this role makes me wonder why some people didn't think this was good, considering how deft he was in executing the action, the visual non-speaking scenes and the dialogue. To the amazing use of irony, a number of heart-rending scenes kept up the core theme, and the stylistic use of camera focus on Christian Bale emphasised the distress that we could feel he was going through, one being his flinching when we don't see the dogs being shot, but we can feel it by way of his reaction. However, I thought one of the most chilling scenes was during a raid of someone's apartment, with fires burning and people spattered with blood, was the simplicity of a dying man running into the main character, known as John Preston, bleeding, desperation and hope glittering in his eyes as he slides down, leaving Preston aghast and completely horrified, reflecting the man's pain. The expression on his face could not have been possibly matched, Christian Bale just executed that so perfectly that I could feel myself choking up and stopping dead. So this film, by none the way anything completely copied from other films, is a masterpiece in its own right. By way of insulting the stylistic features to convey emotion and provide thrilling action that shaped the film, the amazingly well-acted characters that were to no end incredibly fascinating, the amazingly clever storyline, you are refusing to take it to the light of some of the world's greatest films and distastefully making the biggest mistake of throwing it away. Like the scene in the film, whereby Preston awakes from a nightmare with shock and overwhelming emotion, tears away the fabric from the window to reveal glimmering light on the horizon and a rainbow glowing in the rain, it strips away the layers as the film goes on, lulling you into a false sense of security, but instead just brings you surprises exploding onto the scene, leaving you brimming with hope at the end. Look out for the poignant reference of Yeats."" ]";0.10454336323901542;
who-framed-roger-rabbit;10;EssenceOfSugar;"[ ""I see no reason not to like this film, it's uproariously funny, with plenty of memorable scenes and quotes to keep you going for ages. Each and every character are suited to their roles, perfectly picked, as a film, you have to have a particular set of actors and actresses to play certain people, or voice cartoon people and animals, otherwise your film will dramatically flop at the box office. You can see here that the production crew did not fail to call on the best of the people in order to create the classic movie of all sorts."", ""Unlike many more modern films where a hybrid of live-action and animation is created, Who Framed Roger Rabbit is one of the best types of these films where the interactions between the live people and the cartoons and accuracy of positioning cartoons in the right place are realistic, and you can actually see relationships developing between real life people and cartoons. Who Framed Roger Rabbit is certainly fine art, in particularly the finest, as well as being funny, there is always a darkness beneath, in the form of Judge Doom, which is played with amazing precision by Christopher Lloyd. It does so without ruining the atmosphere, as some films always fail to combine darkness and laughter in the certain amount of time."", ""This film is for everyone - who says its for kids only? Of course there are innuendos and threats which goes over kids heads, but it has a certain something which makes it for everyone. I was 16 when I first watched it, and I loved it."" ]";0.3277136443803111;
spider-man;7;EssenceOfSugar;"[ ""I found Maguire portrayed Spider-Man in an accurate way - I don't think Parker is supposed to be cool and Maguire had that specific look about him. The story itself was entertaining, although it was slightly imbalanced in the way that we saw too much of Spider-Man rather than the villain, but that's not a particular problem, in way of the style of development of the story. Many of my concerns were with Mary Jane, who I felt kind of interfered in some scenes where she tried too hard to look independent but it was obviously see through as she behaved much more desperate and helpless. The villain was O.K, but I think his costume looked a bit childish and plasticky. This film is entertaining but it is flawed. Maguire is an extremely good Spider-Man - much better suited to the role than Garfield - but it was mostly the other characters who needed more space and time to improve in light of the flaws that I have pointed out."" ]";0.1818840579710145;
one-flew-over-the-cuckoos-nest;10;EssenceOfSugar;"[ ""I can't tell whether this movie is either heart-warming of the powerful struggle against a dictatorial ruler, or a sad tale within the harshness of the mental hospital representation of the control built within autocratic societies. It's not like they treat you as human beings, pickled on drugs and manipulated through humiliation."", ""But, the role of this anti-authoritarian rebel, who goes along the name of Randle P. McMurphy and the main protagonist of this inspirational film, is perfectly suited to a gentleman called, and of which became his debut award-winning role, Jack Nicholson. A choice of a lifetime - either that, it would take him years to get noticed, probably. Do you think he would have gained roles in such films as As Good As It Gets, playing an obsessive compulsive with an attitude problem? Something's Gotta Give? Anger Management? He certainly looked like he deserved that Academy Award for best actor, which is quite a stupid statement, because he did."", ""And who wouldn't give to play a role, a role against an autocratic system. Somehow a sad, somehow ferocious battle. The main antagonist, Nurse Ratched, played by Louise Fletcher, as well as having a name that sounds like a sharp, steel knife, a cold, biting winter, making you think of scratchy, horrible things, it was her calm, yet within, sadistic, demeanour that somehow took a strong grip, on not just the ward full of patients with multi-layered problems, but the audience. The involvement creates a chilling and uncomfortable atmosphere, yet you carry on watching the film because you want to see what happens within this system, being just so engrossed in it to not stop watching it. It's films like these that keep us on our toes and feel for ourselves the control and power that these patients experienced."", ""I cannot predict people's reactions for the ending, although it might be obvious to some. There is always a difference between the book and the film. Chief Bromden, apart from Randle, (or 'Mack', how he is called), is sane, not exactly showing it in the beginning. Seems like a one way ticket to peace and tranquillity, but it is fortunate enough that Randle was lucky to be there with him in the first place. Instead of thinking that the villains have to have their way, it is often an accomplishment within the human spirit, and Randle certainly brought the spirit within the hospital. Winning 5 Academy Awards which including Best Actress (Louise Fletcher) and Best Screenplay, this psychological drama is none more deserving which makes you think more about the society we live in. And for me? A touching poignant idea on the idea of an autocratic society, and the strength of the human spirit."" ]";0.14918453639383872;
groundhog-day;9;EssenceOfSugar;"[ ""This film is lovable, it symbolises hope and enlightenment, it is uplifting, it is funny, it has an AMAZING cast (Bill Murray plays it so well), but most of all, being a comedy, it manages to pull this all off without reverting to slapstick, tired and forced punchlines and predictability. Romance doesn't bother this cool old classic, it's all part of the beauty and the sparkling light at the end of this tunnel."" ]";0.2166666666666667;
the-bucket-list;10;EssenceOfSugar;"[ ""I find it kind of heartless how such a movie is dismissed as a piece of sentimental frivolity. Since when? I find it difficult to understand that this sort of movie is sentimental - it may be in parts, but that's not the point. This was about morality, about humanity, the human condition. To show you that you shouldn't blow all your life away, because of life's unpredictability. This had a meaning, a PROPER meaning, unlike other movies. I would highly recommend this movie, because when you cry during this movie, you will feel better for it. Sometimes it's good to cry, and where a movie can make you laugh and cry around the same time, there's no way you'd want to miss this. If you want a REAL sentimental pile of garbage, go check out Titanic, which in my opinion, is TOTALLY overrated."" ]";0.050666666666666665;
jaws;6;EssenceOfSugar;"[ ""Besides being a benchmark in the history of film, it has terrified many people into not going into the water. I'm not particularly sure if this film should be top, because I sooner or later realised that it wasn't that scary. This is probably the fact that I'm getting much older now, but films like these are supposed to scare people and to me it just felt a little childish. I did love the effect of suspense because we didn't get to properly see the shark, but I don't think it affected me in the way it did with other people. I think it also skipped a chunk too, we saw how it hunted then it speedily flipped over to becoming the hunted. For all ages, but mostly perhaps for the younger ones especially."" ]";0.09027777777777776;
x-men;9;EssenceOfSugar;"[ ""This film is amazing! The characters were awesome and the genetic code plot was very well crafted! Good choice of actors - it was good to see actors other than American ones at the top of the list. I think these films will grow on me, I can't wait for the next ones. Partly fascinating, partly disturbing, partly funny, partly almost everything. Not to mention, Hugh Jackman is incredibly sexy as Wolverine. Damn."" ]";0.3634615384615385;
rain-man;9;EssenceOfSugar;"[ ""I would assume that because of the film's topic that this could be a tough one to handle. Autism is a touching topic, but it gives us an idea of both character's vulnerability and unstable personality. This is not supposed to be a weepy film, it is a film of beauty and wonder, of the dark and light sides of the human condition. It just dips enough to get us to think what might be right for people with disabilities and leaves us to make our own assumptions on this sort of issue. Of course, both main characters aren't numb, sometimes they just hide their feelings away, but we can obviously see how both of their lives entwine, without turning into a tear-jerking drama. It just makes us able to view the world we live in in a different light. When it comes to these sorts of films, often you're left wondering about the uptight views of the critics and the public, ESPECIALLY THE CRITICS."" ]";0.15276976110309445;
iron-man;10;EssenceOfSugar;"[ ""I've wanted to see this film, specifically because Robert Downey Jr was in it, but to also more or less explore the renowned Marvel universe. This isn't necessarily for just the experienced fans of the comics, but even for new fans like me, it certainly learns how to grow on you. If I see a good film, 9 times out of 10, it gets me hooked. This was better than good, and so I felt like a fish being lured towards bait on a hook. Not many action-films can pull of that kind of humour without being childish or crude. So far that I've seen any other superhero, like Batman, or Superman, or Spiderman, Iron Man provides an equal balance of human qualities and superhuman strengths. It would be difficult to find any other man apart from Robert to portray the **** almost conceited playboy multi-talented millionaire, to which there would be an impossible answer to find. Still, I've only scratched the surface of this universe, which, to my extent, is an excellent universe to explore. I'm not even hesitating when it comes to the sequels."" ]";0.11442345533254625;
twins;7;EssenceOfSugar;"[ ""Despite a weak beginning, this film manages to instead keep going up instead of sinking even lower. The actors are perfect for their roles - their contrast provided the strength it needed to maintain the thickening plot. Very good comedy - I think it weighed it down a little, which is often a side effect of trying to implement comedy so forcefully just because it was a comedy. But the upside was that it was funny anyway without trying too hard. What I didn't get about this film was that it was sometimes confusing and kept changing direction - which is difficult when you're trying to maintain a couple of sub-plots, and I don't think this handled it very well. The comedy made it more than bearable though and the film didn't just become overly benign, self-centred on making the audience feel really sorry for the characters. In the end, this film had incredible heart in fulfilling a comedic yet thoughtful purpose."" ]";0.1321626984126984;
a-few-good-men;7;EssenceOfSugar;"[ ""There were certain parts of the film that didn't really have much point, and when you think it was just getting started, it changes the scene quickly. This may or may not be a good thing. The dialogue was a bit long, but the humour was refreshing. At least the ending was unpredictable, but it still lacked the ultimate punch for me to rate this higher. On the whole, it wasn't too bad, but didn't exactly knock me off my feet."" ]";0.06828231292517005;
jerry-maguire;3;EssenceOfSugar;"[ ""Yeah, the kid was cute, there was a little bit of humour, but the plot doesn't make much sense. The pacing is just wildly uneven and the plot doesn't make much sense probably because you can't understand whether it's too simple or complicated. Tell me, why did I think this was any good in the first place?"" ]";0.10694444444444444;
night-at-the-museum-battle-of-the-smithsonian;1;EssenceOfSugar;"[ ""Sometimes I wonder why I bothered watching this film again. You cannot possibly take this film seriously because this is not supposed to be serious. But neither was it fun. In fact, I don't think it had any redeeming features. There's not actually many funny jokes and as much as it tried, nothing seemed to make this look good. Stiller's performance is just forgettable - he doesn't do anything interesting - and Azaria's performance was the only mildly entertaining thing on screen despite the range of colourful historical characters available, who I don't think even did anything as I recall. The second time I watched it, I barely kept my eyes on the screen and thought about what else I could be doing instead of this. Seems like a pretty childish waste of effort."" ]";0.09166666666666666;
500-days-of-summer;5;EssenceOfSugar;"[ ""Despite the film's best intentions, I didn't think this had potential to reflect on the idea of what love is when it ended. The contrast of blue skies and dark clouds ended in a blurry mess. The film was a little light for my liking, preferring to not explain the circumstances surrounding what was actually going on between the two main characters. I like both of the actors, but their cute looks gave me more a sense of confusion between seriousness and cheerfulness. Was it supposed to be this confusing, or does this genuinely try and portray complications within a relationship, if you could call what they were going through a relationship? I felt it was quite an arty interpretation, though, with plenty of light-hearted humour. But never ever could this assume that it was trying to preach a message about love, because it wasn't."" ]";0.2283854166666667;
never-let-me-go;8;EssenceOfSugar;"[ ""A touching, heart-rending movie - although depressing in parts. There's so many aspects of this movie that has so much to do with real life - it triggered my sense of morality and set off my tear duct. It wasn't a cheesy movie designed to just make you cry - it wasn't even a cheesy movie at all. This movie touches on so many things, so many sensitive things that you wouldn't even think about. The plot thickens as the story continues and learn of 'completions' and 'organ donors'. This movie is a movie about real life and looks at the more sensitive and harder to touch aspects of movie aspects."" ]";0.16785714285714287;
beginners;8;EssenceOfSugar;"[ ""Sometimes you only realise certain things until something shocking happens. This poignant tale, which somehow goes a little over the top, tells us of the fragility of human emotion and expression, a tale of how life goes on and what we learn along the way. I loved the incorporation of the cute little dog and his subtitles of his thoughts - films never really do that, but it gave us a different perspective of not just human nature. It was crazy at times, there wasn't much talking and sometimes I felt it wasn't really trying too hard to not be what it was supposed to - an art-house film. I still find it very thought-provoking, though, and the beautiful inter-mix of humour and sadness evoked so many other emotions. Ewan McGregor was great for this role, and I can't deny the others their applause either."" ]";0.08602813852813854;
the-help;5;EssenceOfSugar;"[ ""The actresses all had their own part to play in this sugar-coated brightly coloured drama, and I can certainly say for a fact that, for the time these people are living in, I thought it looked quite mawkish in terms of the good intentions of the few whites that helped the black servants. These actresses are incredibly talented, I'm not denying that, but that certainly does not dispute the fact that many of them had to act like they were probably living in a gingerbread house and wearing sweets, instead of living in normal houses surrounded by poverty and racism. Westernised? Yes. But fascinating? Of course. It's the interpretation that matters, but the people who made this film just didn't seem to get it quite right."" ]";0.3664682539682539;
5050;9;EssenceOfSugar;"[ ""With fantastic actors for the roles, the dark humour plays well with the situation, but the point was - neither the poignancy or comedy made it awkward, but when it did, it was done well, and it felt sweet and amusing to make light of such a horrific event. And more specifically, it managed to have not just dark humour, but also a hilarious comic effect. Joseph Gordon-Levitt has just been amazing in every film I've seen, and I still found Seth Rogen's awkward jokes funny. Great chemistry, and provided an honest account of cancer - it wasn't cheesy, it didn't feel Americanised and the way things were resolved just felt fascinating."" ]";0.1947368421052632;
ice-age-continental-drift;9;EssenceOfSugar;"[ ""While it retreads familiar ground, this film is different from others that do the same thing. You cannot expect films like these to be directed just towards kids, because why should they subconsciously make the decision that it's childish and assume there's only a certain few that means you don't get labelled as childish if you see it? This film is almost perfectly developed for both young kids and older people - most of the characters are lovable in their own way and who seriously doesn't love Scrat? Regardless of any demographic, anybody who loves this film will have nothing against this little fella. Just when everything is going right, what's not to stop something small creating such a big disaster? I love the dialogue especially against the characters - I did like the pirates, although many of them just got on my nerves (guess that's what pirates do). And every character has their own personality that suits everyone - what's not to like?"" ]";0.10849358974358976;
premium-rush;9;EssenceOfSugar;"[ ""This film is awesome. Despite having what may be called a convoluted plot, it is given strength by the intense action, superb acting and a brilliant choice of characters, not to mention the crystalline graphics of a GPS and the lively streets of New York. Joseph Gordon-Levitt is just so carefree and alive in this film."" ]";0.3969696969696969;
taken-2;8;EssenceOfSugar;"[ ""I was indeed wary that this might be not up to standards of the first film, but when I saw it, I thought it was better. It was a ridiculous storyline, but Liam Neeson was still up to par, as I enjoyed him doing what he does best. I could empathise with the characters properly, as I felt I was much more comfortable with Kim being a stronger character than in the last film, while the rest of the cast were still fully capable of committing to the plot. The ending certainly proved better worth than the previous film's ending."" ]";0.2242857142857143;
avatar;2;EssenceOfSugar;"[ ""This could have been a good movie if it wasn't such a junk food feast of special effects and lacking of plot. This movie could have been great, but it wasn't, as James Cameron is much more interested in plagarising from good plots and sticking a bunch of blue creatures and glittery fairy nonsense in it to make it look pretty. It's a shame the critics were either too confident in that this was going to go somewhere, or too scared to pipe up that it didn't. There are better movies out there that don't particularly seem to be popular with the critics. I am more than confident that this was not even worth the production it deserved, or the paper the tickets were printed on. There were aspects of the movie that I would have enjoyed, there were things I could of happily watched, but sadly it was blindingly obvious to me that the CGI and special effects were just part of the after effects I suffered when I came out of the cinema."" ]";0.3586167800453514;
the-croods;9;Zilcell;"[ ""The Croods is unique. That is a simple way to put it, but this is the best cavemen movie i've ever seen. The show has it all. Interesting characters, heartwarming moments, nonstop laughs, and beautiful animation. Sure, any computer animated film nowadays can look great, but The Croods stands out for its extremely colorful animation. YOU MUST SEE IT!"" ]";0.55;
after-earth;5;Zilcell;"[ ""While far from the best that Will and Jaden have done, After Earth executes an adventure with relative ease, providing uplifting morals and intense action. However, After Earth may be the shortest 1 hr and 40 minutes I have ever spent in a movie theater. Very thinly plotted and doesn't embrace the world in a believable way."" ]";0.16;
the-call;6;Zilcell;"[ ""Remember movies like \""House at the End of the Street\"" or \""Gone\"", which lacked in character development, acting, and believable tone? Remember their misguided and incoherent endings that lacked any wit? Well, i'd say that \""The Call\"" has much more wit and believability. It suffers from a lot of important plot elements that could have been added and maybe the supporting characters could have been put to better use, but this film is a treat in a genre that has recently had a lot of repetitive and lazy flicks."" ]";0.07727272727272727;
jack-reacher;10;Zilcell;"[ ""\""Jack Reacher\"" is awesome, much better than the overrated \""Looper\"" that came out earlier this year. This action movie might not pile up a ton of action, but the action it does have is believable and exciting. Tom Cruise does yet another excellent performance. Its not the most thought-provoking mystery movie i've seen, but it is epic."" ]";0.3833333333333333;
the-twilight-saga-breaking-dawn---part-2;5;Zilcell;"[ ""In the end, its a recommendable sendoff for the series, but just barely. Problems still remain. Part 2 lacks a big conflict and instead goes in the \""what if\"" scenario. While nicely filmed, it can sometimes be unintentionally funny just like Part 1. Again, Twilight isn't for everyone, but this may be the best of the series."" ]";0.38;
red-dawn;7;Zilcell;"[ ""Sorry critics. I try to see what people are finding so bad about this film, but there is too many things I like here that should be highlighted. For one thing, this movie pays much more respect the the \""man in uniform\"" than \""Act of Valor\"" ever attempted to have. The action is awesome, and we have reasons to care for the characters here. Unlike \""Battleship\"", this movie develops all of its characters. No, I have never seen the original \""Red Dawn\"", and i'm not gonna let that affect my review. This movie stands alone as something entirely different. The point is, I recommend it. I feel that it is very underrated."" ]";0.16388888888888892;
hotel-transylvania;6;Zilcell;"[ ""So overall I feel that this is good fun. The main characters consist of Dracula, his daughter Mavis, and Jonathan, a human who managed to discover Hotel Transylvania. The film does a good job of developing these characters, but sadly most of the others don't have much of their personalities shown. The film starts off slow, but soon it is a speedy sugarfilled ride. So there are some noticable flaws, but I feel that this will be pretty enjoyable overall."" ]";0.2513888888888889;
men-in-black-iii;9;Zilcell;"[ ""So a new movie theater just opened up in my town, and whats the first movie they are showing? You guessed it! Men in Black III. With a broad mix of humor and story, its a winner. Men in Black III is probably the best of the series, and thats surprising considering that Men in Black II was a large dissappointment for some."" ]";0.21396103896103894;
brave;5;Zilcell;"[ ""Unfortunately, Brave is too thinly plotted to be on the level of animated films like \""Up\"" and \""Toy Story 3\"". Sure, Cars 2 may not have the charm of previous pixar shows, but at least the plot knew where it was going. Brave is a risk that doesn't pay off because Merida doesn't get the narrative she deserves. Merida is a great character, but she deserves more than this."" ]";0.31666666666666665;
dr-seuss-the-lorax;7;Zilcell;"[ ""At first glance this movie almost looks too cartoony even for theaters, but the charm, cute characters, a handful of funny moments, colorful visual style, and a decent storyline make this a fun to watch animated film. It'll probably stir a lot of controversy because of its nature vs. business plot but its still fun. Don't expect a fantastic ending though."" ]";0.2740740740740741;
jack-and-jill;4;Zilcell;"[ ""It is not nearly as bad as everybody makes it out to be. Admittedly it has a few problems. Adam Sandler is funny as Jill, be he is not convincing as a women. Jack on the other hand, is not so funny. He just feels more like a supporting character than an actual star. Jill does the comedy justice, being much funnier than any other character on the show. The story is tolerable and some occasionally heartwarming moments. There are tons of appearances from stars, from Kobe to Jared the Subway guy to the biggest of them all, Al Pacino. Al Pacino also helped make this watchable. Some of you guys are too hard on Sandler. Hes just trying to enjoy what he does. Hes gonna keep making movies like he has recently so if you hate him, don't see his movies. If you enjoy them somewhat, then go see them."" ]";0.04754901960784312;
shrek-forever-after;5;Zilcell;"[ ""The new villain, Rumplestilskin, is what really helped make this Shrek better than it could have been. Shrek is tired of his life as a harmless ogre and wants to be like he was before he met his friends, so he makes a deal with Rumplestilskin and his life changes exactly like that, with a lot of dislike for this new life. Beware of a dissappointing ending that makes the Shrek series leave too soon. Other than the ending, I think you'll have reasons to enjoy Shrek Forever After."" ]";0.1441919191919192;
runaway-vacation;3;Zilcell;"[ ""Occasionally funny. Robin Williams has been in really really good movies and really really bad movies. This ones kinda bad. Some parts will remind you of National Lampoon's Vacation but this is far from being that good because at times it looks cheap and other times kinda corny."" ]";0.07812500000000003;
toy-story;10;Zilcell;"[ ""This is the film that started all computer-animated films. This film has an extremely big impact on the film industry because of the animation, but that is not all. The story is interesting and well written. The characters Woody and Buzz Lightyear are what makes it the most interesting."" ]";0.375;
son-of-the-mask;5;Zilcell;"[ ""Son of the Mask can stand out on its own, but it is pretty mean spirited. In the movie, it is hard to understand who is the real main character. Most of them act villainous at one time or another. The visuals are great and the story is okay, but not great."" ]";0.2395833333333333;
star-wars-episode-vi---return-of-the-jedi;10;Zilcell;"[ ""I find this Star Wars to be the best of the sequel trilogy. A dozen vital questions in the saga are answered here. It all feels like it ends to quickly despite the long running time, but the story is anything but thin. I find this Star Wars to flesh out the characters way more than the others."" ]";0.24722222222222226;
monsters-inc;10;Zilcell;"[ ""It is perhaps the most heart-warming film that Pixar has created. Mike and Sulley work at Monsters Inc., where their jobs are to scare children to create electricity for the monster world. When a child escapes into the monster world for the first time in history, Mike and Sulley must help her get home safely"" ]";0.4166666666666667;
shrek;9;Zilcell;"[ ""Shrek has a great story about friendship and love. Shrek is an ogre who has no friends, due to his appearance, but when a greedy king to be known as Lord Farquaad forces other fairy tale creatures to live in Shrek's swamp, Shrek must go on a quest to rescue Princess Fiona from a castle with a dangerous dragon."" ]";0.09772727272727276;
bee-movie;10;Zilcell;"[ ""The story takes a clever turn here. A bee sues the human race for stealing their honey. Thats the best way to summarize the story. It takes an exciting turn of events."" ]";0.3666666666666667;
the-day-the-earth-stood-still;9;Zilcell;"[ ""So I feel that both this version and the 1951 version both have their ups and downs. The 1951 version may look cheap compared to todays standards and the ending left me wanting more, but the acting and believability are extremely high. Fortunately, the 2008 remake retains the believability. The large amount of special effects doesn't make the story of this version less interesting. My eyes remained glued to the screen as I deeply was invested in what the characters would do next. A lot more of the science and the technology of the situation is explained in this version, and putting it in the modern times didn't remove the important plot elements. I think if you enjoyed the 1951 version, you should't have many reasons to hate this one."" ]";0.2035978835978836;
the-last-airbender;3;Zilcell;"[ ""I tried to like it, but it is a big letdown compared to the Nickelodeon animated series it is based on. The story was hard to follow and there a lot of changes from the show. It would have been better if they had better actors as well. The character didn't act at all like they did in the show."" ]";0.17708333333333331;
apollo-18;4;Zilcell;"[ ""Apollo 18 was mildly amusing, but it had quite a few problems. First of all, this movie was short. Simply put, it didn't feel like a lot really happened in the premise. Second, it wasn't even scary. There were a few jump moments but nothing too special."" ]";0.0507142857142857;
diary-of-a-wimpy-kid-dog-days;9;Zilcell;"[ ""If this really is the end of this film franchise, then I say it ended on a pretty high note. Its all the same wacky and witty humor of the first 2, but this time its during the summer. You see Greg getting in  embarrasing and troublesome situations a lot more this time around. Yes, this wimpy kid wants to play video games all summer, but his dad tries to change that. That is one big plot point. His relationship with his dad. Anyways, it is not the best of the series (Rodrick Rules is) but it is one heck of a fun conclusion."" ]";0.28923076923076924;
total-recall-2012;5;Zilcell;"[ ""I don't feel that this Total Racall is superior to the original. The first hour is incredibly fun with some great story and action thrills. After that it becomes very slow. Its got some other positives like the fact that despite reusing a few things from the original it still feels somewhat new. The script could be a lot better. Its a little fun but its more worth a rental once it is on DVD."" ]";0.21963903743315505;
rise-of-the-guardians;8;Zilcell;"[ ""I expected this movie to get the same lazy story treatment that Gnomeo and Juliet had, but it turns out to be much more. Its sorta the kids version of The Avengers. It has the heart of \""The Polar Express\"" but with action like \""The Incredibles\"". Theres even a deeper meaning behind the movie. Its about dreaming and believing as a kid so that you can succeed as an adult as well. If you liked holiday classics such as \""The Polar Express\"" or \""Arthur\"", then I think you'll enjoy \""Rise of the Guardians\""."" ]";0.06527777777777778;
oblivion;7;Zilcell;"[ ""How exactly did the critics think that this movie was light on story? I feel that this is the opposite. At the end, the film still poses a few questions about their universe, but the characters are interesting enough to compensate. Tom Cruise gives another great performance with a similar mindset as he had in \""Jack Reacher.\"""" ]";0.21875;
invictus;5;YoursTruly;"[ ""Good, but could have been so much better. Morgan Freeman was shining as Nelson Mandela. Unfortunately, this performance was wasted on what turned into a typical, cliched sports movie. I understand that there was more to the story than the rugby team. But none of that emerged. It was simply mentioned while we watched Matt Damon and company go through the ups and downs of winning and losing games. The strong acting saves Invictus from being a huge and total disappointment."" ]";0.1205128205128205;
