movieName;Metascore_w;Author;Summary;Abs_Increase
spider-man-2;8;Official;"[ ""Whoa, I didn't expect \""Spider-Man 2\"" to not only be better than the first film, but by quite a lot. This film is emotionally satisfying, has excellent action scenes, and great acting. If you are a fan of the first movie, you must check out this exciting sequel."" ]";1
the-lord-of-the-rings-the-return-of-the-king;10;Official;"[ ""\""LOTR: The Return of the King\"", the last installment in the series, is also by far, the best in the series too. The emotional depth that has been put in this epic finale is tremendously effective. The extended edition, at 263 minutes, is absolutely brilliant. The action is exhilarating, the acting is powerful, and is fantastically staged. This movie is one of the greatest masterpieces ever made in movie history."" ]";3
schindlers-list;10;Official;"[ ""This movie is a heartbreaking masterpiece. Directed by Steven Spielberg, \""Schindler's List\"" is a powerful, superbly acted, fantastic example of what a movie should be like. The cast is brilliant with Liam Neeson playing Oskar Schindler, Ben Kingsley playing Ihtzak Stern and Ralph Fiennes playing Amon Goeth."" ]";3
indiana-jones-and-the-temple-of-doom;8;Official;[];1
finding-nemo;9;Official;[];2
raiders-of-the-lost-ark;8;Official;[];1
the-lord-of-the-rings-the-two-towers;10;Official;"[ ""\""LOTR: The Two Towers\"" is absolutely magnificent. It's more action-packed than the first and they're some of the greatest battle scenes ever. It's emotionally powerful and the story is brilliantly paced and even tops the first one. The extended edition's runtime, at 235 minutes, is absolutely tremendously exciting."" ]";3
king-kong;8;Official;"[ ""Yes, \""King Kong\"" is slightly overlong (theatrical: 187 minutes, extended: 201 minutes), but you cannot deny that it is an emotional and powerful epic. Director Peter Jackson, who also helmed the \""Lord of the Rings\"" trilogy, once again brings us a memorable, visually stunning adventure."" ]";1
terminator-2-judgment-day;10;Official;"[ ""With fantastic visuals and excellent pacing, this movie boasts exactly what a sequel should look like. It has more in-depth emotion between characters, and overall, it's a much better presented film than the first. This is probably one of the best sci-fi movies made."" ]";3
harry-potter-and-the-chamber-of-secrets;8;Official;"[ ""\""Harry Potter and the Chamber of Secrets\"" is an excellent sequel to the fabulous original. It's more darker and livelier than its predecessor, and just like the first one, Director Chris Columbus unfolds the film exactly as it is written in the book. That could be both the film's strengths and weaknesses."" ]";1
minority-report;10;Official;"[ ""\""Minority Report\"", directed by Steven Spielberg, is an ingenious and powerful sci-fi. It's also dark, heart-pounding and intense. This is the kind of movie that I have always wanted to see: an unpredictable plot combined with ferocious action and stunning visuals. Honestly, the worst thing about this film is the title."" ]";3
spirit-stallion-of-the-cimarron;8;Official;"[ ""Don't judge the time length of \""Spirit: Stallion of the Cimarron\"" because it's short. But even so, it's very emotional, touching and exciting. The movie has some great action scenes and honestly makes you think you're watching a sci-fi. Overall, it's a really effective film that is told with narration and music."" ]";1
monsters-inc;8;Official;"[ ""It can't beat \""Toy Story 3\"" or \""Finding Nemo\"", but \""Monsters Inc.\"" is another well-animated Pixar delight. The only problem with this film is that the funny dialogues are not as effective as other Pixar masterpieces, and it becomes irrelevant at times. Still, this is definitely a worthy film to check out."" ]";1
the-lord-of-the-rings-the-fellowship-of-the-ring;10;Official;"[ ""The first film of the series, \""LOTR: The Fellowship of the Ring\"" is emotionally fulfilling, brilliantly plotted and exciting. This movie is a masterpiece and a textbook example on how to create an epic adventure. The special extended edition, at 208 minutes, does not seem overlong at all."" ]";3
harry-potter-and-the-sorcerers-stone;8;Official;"[ ""\""Harry Potter and the Sorcerer's Stone\"" is a great and magical start to the Harry Potter series. It's surprisingly very faithful to the book, as Director Chris Columbus makes the film so that it's exactly like the book, so there's not much room for surprises. But this movie is an intense and fun adventure with impressive visual effects."" ]";1
jurassic-park;8;Official;[];1
forrest-gump;8;Official;[];1
toy-story-2;8;Official;[];1
gladiator;8;Official;[];1
wall-e;9;Official;[];2
iron-man;8;Official;[];1
the-matrix;9;Official;[];2
the-terminator;8;Official;[];1
up;8;Official;[];1
star-trek;9;Official;"[ ""In short, the film is an action-packed and glorious adventure. Not having watched the original series, I thought that the first film in the reboot is fantastic. The cast was great, the acting was solid, it's funny in several places, and everything is evenly-balanced."" ]";2
avatar;8;Official;[];1
district-9;9;Official;[];2
the-avengers-2012;9;Official;"[ ""I have been waiting a long time to see this movie. And I'm going to start off by saying that \""The Avengers\"" is incredible. The action scenes are spectacularly exciting, with excellent use of visuals and CGI. One of my favorite scenes was when the camera spins around the superheroes because that was epic. This could well be one of the best summer blockbusters ever made."" ]";2
zero-dark-thirty;8;Official;[];1
rush;10;Official;"[ ""Before watching the film, I thought this was going to just be a silly car racing movie, with no real point whatsoever. After watching, I realized I was completely dead wrong. This movie is exciting, well-directed, well-acted and it is fantastic. Director Ron Howard does the tension incredibly well in this movie. Definitely a recommendation."" ]";3
elysium;8;Official;[];1
the-hobbit-an-unexpected-journey;8;Official;"[ ""Perhaps not as breathtaking as the \""Lord of the Rings\"" trilogy, but \""The Hobbit: An Unexpected Journey\"" is still an exciting and adventurous journey that you will embark on. It's an elegantly shot film and the use of 3D is brilliant. It really makes us forget that we're watching a movie, as though we, ourselves, are part of this unexpected journey."" ]";1
the-hunger-games-catching-fire;9;Official;"[ ""\""The Hunger Games: Catching Fire\"" is absolutely fantastic. It's brilliantly acted, powerful, emotional and much more ferociously intense than the first. The directing is smooth, more thought-provoking than the first, and is very faithful to the book. Anyone who loved the first cannot miss out this excellent sequel."" ]";2
the-dark-knight-rises;9;Official;"[ ""Visually impressive, emotionally powerful, and well-plotted. This final installment has a slow start with too many new characters, but once it gets going, it's great. Ultimately, it's not as good as \""The Dark Knight\"", but it's an excellent conclusion to an epic trilogy."" ]";2
gravity;10;Official;"[ ""\""Gravity\"" is perhaps one of the most accurate representations of space. It's powerfully acted, has really excellent visuals, and you just really feel alone. I mean, when you see the shuttles destroyed by the debris and there's no sound, it's really freaky and effective. It's just absolutely brilliant."" ]";3
pans-labyrinth;10;Potter17;[];1
et-the-extra-terrestrial;10;Potter17;[];1
almost-famous;10;Potter17;[];1
black-swan;10;Potter17;[];1
little-man;7;ChappyStick;[];6
the-shawshank-redemption;10;ChappyStick;"[ ""no words that i can think of even comes close of how amazing this movie really is. its funny, thrilling and bone chilling. what i really love about this movie is that you really feel for the characters as if they were family. when brookes committed suicide i was holding on a pillow shouting NOOOOO. best movie i have ever seen. no movie comes close to this masterpiece. not godfarther, LOTR, goodfellas, star wars, or indiana jones. a perfect movie."" ]";9
paranormal-activity;6;ChappyStick;[];5
non-stop-2014;7;EssenceOfSugar;"[ ""Non-Stop is a 2014 mystery suspense action thriller set aboard a flight from New York to London, starring none other than Liam Neeson. It’s fortunately not in the style of Taken, whereby almost everything is offset by enjoyable, brainless action and a completely illogical plot, but this being from this specific genre with Liam Neeson it’s often hard to let off so easily. Sure, we gain a sympathetic situation from an air marshal with horrific problems to deal with (I couldn’t help it when it was announced his daughter had died from acute leukaemia at the age of 8, mirrored with the conversation with Jennifer about the blue ribbon that his 17 year old daughter had given him because despite being who he is, he’s still pretty much a damaged person), the film itself doesn’t often follow through with the morality themes it has given itself. To an extent, it is entertaining in a better way that you have to use your brain (for the most part), but has an ancient habit of not in the least well done plot devices."", """", ""Liam Neeson is Bill Marks, an air marshal, who discovers the flight he is on has someone threatening to kill a passenger on board every 20 minutes if $150 million is not wired to a given account number. The set-up is simple and solid and we come to an understanding of a thrilling suspense ride that combines both intelligence and action. The hype is definitely not surprising."", """", ""We gain much of this from the acknowledgement of the question many people would be asking: “How do you kill someone on a passenger plane without anyone noticing?” I mean, with the limited space 40,000 ft. above the ground, it would be too easy. That film wouldn’t exactly be the most popular."", """", ""It helps that we are given a conventional beginning to lead us through, with the usual action of boarding the plane (his alcoholism is prominent right from the start) and interacting with crew members and passengers. In particular he takes a shine to Jennifer Summers (played by Julianne Moore) and manages to find trust in Steward Nancy Hoffman (played by Michelle Dockery)."", """", ""This is significant to the plot strength, because if he is to discover how someone kills someone aboard a passenger plane discreetly, he needs to know about the other passengers and that includes asking for help. Although, there’s a weakness here – of course it’s meant to be difficult considering the circumstances and what better way than to throw a plot twist in there? However, it does stretch out coherently enough, really only until the final act where a plot device manages to make its way in."", """", ""What doesn’t make sense is that Bill gains and regains people’s trust too quickly in spite of the revelations. Perhaps the sympathy card was played for that reason – they can’t trust him enough as an air marshal but after airing his problems people have no other idea but to. I suppose it wouldn’t work if he didn’t have the jaded persona, but at the same time it doesn’t come naturally. If they had only one reason to trust him it would be because what he was doing was trying to save their lives and that they had to. The media is a volatile outlet and to retract the statement of being the FBI’s (we’re talking high class investigation here) prime suspect in a hijacking wouldn’t be that easy to do."", """", ""The film sometimes forgets that it aims to bring its own morality to the table due to its own idea of logic."", ""The distrust is too often forgotten, the theme of futility and hope getting more intermittent as the film progresses and whether the physics of being able to muffle a bomb blast in an airplane while managing to land it and have the present passengers all survive still sounds questionable. But a specific saving grace happens to be a young girl named Becca, travelling alone to meet her father, a walking symbol of a fragment of Bill’s life that he can finally share an experience with that he was never able to last with his own daughter. The blue ribbon being quite obvious."", """", ""To an extent, this film is an enjoyable ride that sets up on a take-off with a solid, excusable premise that misses points and jumps too quickly. It is refreshing to see a wide range of people represented, showing a distinctive power of a lack of discrimination. When Bill doesn’t know who to trust, it’s simple to know he’s doing it out of a genuine lack of knowledge and that he addresses those he needs to in order to know what’s really going on. What doesn’t work though, is that what ends up as a possible development ends up being squandered for the usual kind of ending – Julianne Moore and Liam Neeson looking at each other in the style of a happy ending of a romantic comedy. Being a mystery suspense action thriller, that’s definitely not what I was expecting (for a Liam Neeson film, I was hoping he didn’t have to do this)."" ]";1
the-lego-movie;10;EssenceOfSugar;"[ ""I would consider it offensive if this was labelled simply as a '100 minute commercial'. It may be made involving a corporate franchise, but it is there to teach, not to sell."", """", ""The LEGO Movie uniquely combines smart sharp satire towards examples like pop culture and consumerism, a charming voice cast voicing a whole array of interesting characters (if you look close enough, some of the characters parody the usual stock characters) and a morality tale. It not only subverts tropes, but also subverts expectations right until the end. It's difficult to see a film just once, especially when it contains so much humour and wit when mocking things left right and centre."", """", ""Everything I feel about this film is exciting. Animation can show itself to stand out in throwing out a non generic message involving politics, business and culture. The villain himself shows the audacity as a president to not only demonstrate his nefariousness, but impose his own ideologies with no room for creativity. Not only that, but the LEGO Movie also plays on the cliches of many outrageous tropes - how does it work out when a simple, ordinary construction worker is suddenly announced as the centre of the prophecy as 'the Special'? What happens when he encounters someone considered to be the 'manic pixie dream girl'? The split personality of the Good Cop Bad Cop is refreshing when it comes to two distinctively defined cops interrogating someone, and the gleeful decision made about Green Lantern after his film ultimately failed is dark but amusing."", """", ""However, when it comes to happy endings, even that doesn't remain the same. Even for the villain himself. It doesn't spit out the usual kind of messages - whether on the scale of the morality tale or the satire surrounding politics and the like."" ]";4
hotel-transylvania;9;EssenceOfSugar;[];3
looper;9;EssenceOfSugar;"[ ""This science-fiction action film is a surprising emotional blend of kick-ass fights and firearm killing and disturbing dystopian themes. It evokes powerful feelings of empathy and fear which is not really seen in similar genres and left me shaken as I left the screen. This made me realise"" ]";3
les-miserables;8;EssenceOfSugar;"[ ""You could excuse this film for being showy, and perhaps pretentious, but the characters fill the void with their own spirit. Hugh Jackman especially had the most spirit, specifically with his humanity without showing off. The music is shivery, particularly when it gets to the climax of the revolution. A very good film."" ]";2
snow-white-and-the-huntsman;7;EssenceOfSugar;"[ ""Despite the uneven pacing, which was quite significant, this film is actually very good. It is dark and menacing - but that's what it's supposed to be. Considering the feature length animation around the 30's or 40's was not supposed to be a blissful fairytale, the recreation of this famous tale is exquisitely well acted and accurately portrayed. Some elements of the film were quite disturbing, but the light-heartedness of the dwarves helped to provide a few laughs and the sweetness of the music and especially the scenery of the Sanctuary added a bit more spirit to the mixture. Also, Kristen Stewart has a very notable role in this film despite her criticism for her role in the Twilight films."" ]";1
war-horse;7;EssenceOfSugar;"[ ""Yes, it's a horse. Thousands of soldiers died in the First World War, but it was OK because a horse lived. That does sound cheesy. Steven Spielberg is sometimes known for his cheesiness, but I think the point about the horse was, wherever it went, it touched the hearts of everyone. It showed strength at the worst of times. The sad scenes made my heart ache, but the happier, more pleasant scenes helped me through, such like the horse. What I didn't like was that the film might have been stretched out too long, making room for a few soppy, or mostly unnecessary scenes and dialogue."" ]";1
tinker-tailor-soldier-spy;8;EssenceOfSugar;"[ ""Does everything have to be in your face all the time? I get how people assume that a film is bad if it's too complicated, but don't people ever notice the subtleties within films? It's understandable if it's a completely complicated mess of sorts that doesn't fit together properly, but if people miss the connections because they wanted a smooth, straightforward spy thriller, then, I'm sorry, you're going to be sorely disappointed. Sure, because this is to do with multiple aspects within the Cold War, I and perhaps many other people found it difficult to get on the right foot at the beginning, but still, I found it entertaining. Sometimes, I thought there were too many characters. Maybe perhaps I may have missed something and brought this upon myself, probably due to the fact that I had a focus on the talent of certain distinguished actors - my moderate expectations considering this. My favourite part was the awkward yet cute chemistry that played between Oldman's and Cumberbatch's character, which I found particularly fascinating. But I couldn't blame myself if I missed something. I still managed to see some of my favourite actors and gain a certain understanding. Sure, you wouldn't be able to gain a complete understanding of it at first viewing, but that's quite often a good thing, because you know you'll be able to watch it again. There is a difference between complicated and complicated and clever, because to me, connections and references are important in a film like this, instead of a muddled, struggling mess."" ]";2
fright-night;9;EssenceOfSugar;"[ ""I should have seen this at the cinema but I got caught up in other things. It sounded extremely fascinating when I first heard about this, mostly considering there were some great actors in it, like David Tennant and Colin Farrell. When I did see this a couple of days ago, I suddenly agreed with my previous statement. To make it more effective, my parents turned out all the lights in the house, so all I could see was this disturbing glow of a bloodthirsty vampire tearing out someone's throat. Colin Farrell makes for a very effective vampire; (he was my favourite character) he didn't really scare me, he was more creepy than that. He certainly had the look and quality of a vampire. Remakes aren't normally as good as the original, but despite the normality, the acting, the dialogue, the atmosphere - it all creeped the hell out of me. This is also fantastically gory and the actors just passed swiftly under it, refusing to give in despite the fact that there was a vampire on the loose. Nothing like Twilight - as Ed described Jerry (cool name for a supernatural creature by the way) - he's the freaking shark from Jaws. In fact, this is very, very good quality. Would have liked it to have a higher score, but at least the reviews were mostly favourable. It just seemed a damn shame that I didn't see it when it came out, especially in 3D. It was extremely thrilling and heart-pounding though anyway. Highly recommended."" ]";3
midnight-in-paris;9;EssenceOfSugar;"[ ""An exquisite artwork of colourful characters, who all possess qualities that more or less contribute to the make-up of the paint and canvas, and the awe-inspiring surroundings of Paris, such as the glittering lights on the water and the shining little alleyways from little side-streets and cobblestone paths. Well, there's so much more, with the usual sights such as the Eiffel Tower and even over the particular bridge overlooking the lilies on the pond which was painted by Monet, but Woody Allen certainly has a thing of capturing the wonderful spirit of the small things. I think his point was to look at the surroundings of Paris at all times of the day, but we certainly got to look at the irrefutable sophistication of historical characters, which in no way conveyed a sense of patronising naivety, who could be said to be fascinating. With multiple angles and dry humour, this film has class with the use of talented actors and actresses and ends on a stylishly sweet note, ironically beginning the dream of a happily settled character (and audience) with not a scent of cliché in the Paris air."" ]";3
surrogates;8;EssenceOfSugar;"[ ""One of the main flaws of this film is that a film based on androids that create an idealistic version of themselves revolves around the inventor, who becomes disillusioned at how they've changed from aiding less able people such as himself to somewhat empty and materialistic concerns. The college student was a fair target, considering who they were aiming for. However, this becomes a side issue among the division between the predictability and the actual exploration of humanity's frightening procrastination at becoming old and unable to go through life. This was in contrast with turning it into some kind of fashion statement, as if artificiality and beauty can prolong meaning of life itself. Bruce Willis is ultimately superb in this role, considerably cynical and not sarcastic, distinctive in a world of people who are plugged into androids. In turn, there are obvious cliches that you would find in an action sci-fi, albeit having action that was just as necessary as the dialogue."" ]";2
zombieland;7;EssenceOfSugar;"[ ""If this was supposed to a zombie comedy, I wasn't sure which I saw most of. There were some awesome jokes, but I felt they became a little too few and far between. I also think the pacing was also a little uneven, because considering it was barely an hour and a half it was a little slow at first and then sped up. I preferred the characters and more or less the ending as that's when it had a little more depth. The rules made up by Columbus were pretty awesome though - and pretty useful when a real zombie apocalypse happens."" ]";1
sherlock-holmes;10;EssenceOfSugar;"[ ""Since this is based on an inspiring part of historical literature, people have come at it with their all, and what I'm mostly hearing is that it has turned much into an action movie and that they were 'getting tired of people being beaten up'. What might have been missed is the intellect that was deduced by Holmes, and that people may more have noticed the significant amount of violence because of it being seen on screen, and you have to look closer in order to pick up the lesser significant and more unnoticed details. Sherlock Holmes may have had violence and explosions in it, but it showed Holmes as an experienced person that didn't just go around injuring people for the fun of it. He looked for clues, he came to conclusions, he used logic. Ritchie may have spiced up this new Holmes a little more than people expected, but it added to the fun of the movie. It didn't show him in a new light, it just showed us his capabilities and his strength for his environment. People might not have picked up on this, and the fact it might have been 'too complicated and boring' means that they probably weren't focusing on it as such to figure it out for themselves. You might have expected what was going to happen, seeing as it was based on a piece of famous literature, but Sherlock Holmes of course is opened to interpretation. Then why go in there and see it, not bother to focus on the finer details, at least enjoy the film, and beforehand think you're going to expect something completely different? It's confusing how people thought this film would happen, and how it was going to turn out. With all these production teams and crews designing and creating this imaginative piece of media, why think you're going to get a tame bunch of people solving mysteries without any spice like the book says?"", ""I, myself, loved the performance by Robert Downey Jr., who seemed to fit into the role like a glove. Why bother with any other actor when you've got him around to play a bohemian detective who performs experiments on animals (O.K, a little out of touch there)? Although he's American, that was not a barrier to him when he spoke in a brilliant Victorian English accent.  It's harder than you think trying to cast these people, and what better way than such a famous star? Not to mention the good-looking British actor Jude Law, who, fair to say, did a superb job as Dr. Watson. Not bad picking an actor who lives on the opposite side of the pond, as they say."", ""As I said, I think many people missed out on the joyfulness and intellect of the film, because there was so much in there to look for. The characters themselves were not on a 'clown caper' or some unimportant journey as such, but I think there was more to them than people actually thought. Although films are for entertainment, you can also see the difference between this and what Conan Doyle wrote. It's a free country when it comes to this kind of interpretation, as Ritchie did nothing to harm one of the most famous fictional characters in history. The darkness of it did not put me off at all, it merely added to the climax, and it was extremely useful in aiding the referencing of the character's next worst scheming supervillain, Professor Moriarty. Since when can films like these pull of darkness, action, mystery and suspense, comedy and adventure without screwing up? And here we have it, a solid gold take on the famous detective, Sherlock Holmes. You can't get much better interpretation than this - there is no equal in this war - as this, my friends, is king."" ]";4
atonement;9;EssenceOfSugar;"[ ""A sweet film. The lives entwined by childhood innocence, love and consequences enlivened by the beautiful natural surroundings helped it become more bearable. This film was naturally emotional, instead of forcing yourself not to cry, it does it for you. It also has one of the most haunting endings you could ever have in such a drama. If the film is that good, I will have to read the book as well. The acting in this is also particularly significant, such as the traumatic performance of the life of Briony."" ]";3
hairspray;7;EssenceOfSugar;"[ ""It's supposed to be light-hearted, I can guarantee you that, but the bright colours just make everything look so garish. When it comes to making a feel-good musical comedy about racism, you've got to get the ingredients right - this just has a little too much sugar in it. Sometimes that songs can also get a little sickening each time you watch it as well. When it comes to John Travolta, he looks a little weird (and perhaps stupid) playing Tracy's mother. Nonetheless, it had clear boundaries over certain characters, understandably pointing out the antagonists from the good guys (and gals). I also found it fascinating about the depth of the exploration of Baltimore, where we met a few eccentric, yet funny, characters."" ]";1
hot-fuzz;8;EssenceOfSugar;"[ ""Peppered with intelligent humour and all-out action, Simon Pegg really knows how to entertain. Granted the fact that it was a bit drawn-out, it managed to keep my concentration alive with an intriguing plotline and a shocking discovery. With a set of colourful characters, the fun never stops."" ]";2
the-prestige;9;EssenceOfSugar;"[ ""I think it's worth pointing out that this film is rather more intelligent than complicated. It showed this by hooking you in via the first few minutes with the scenario and then explaining in depth about it from different perspectives. That's one of the first films I've ever seen do that and it remained intriguing throughout - and the end! That was probably the best ending I've ever seen! There was no loose ends, but with what the film gave you, it left you awe-inspired and shocked - who was who and what really went on? I was fascinated by the psychological aspects - it helped unearth more of the more disturbing characteristics of humanity - obsession and revenge. When you look at it, the magician's theme reflected these secrecies and psychological tricks that were employed. The actors were amazing - I didn't think Hugh Jackman and Christian Bale would star in a film together, but who cares, they were a perfect pair! It's just like Batman versus Wolverine but with magic. Despite that, the science alongside magic was a bit interfering as I was still more interested in finding out the surprise over surprise that continued to entertain me. Try not to big it up too much, Mr Nolan, you're brilliant at directing, but just try not to make it appear too big before it becomes a confusing, bloated mess."" ]";3
war-of-the-worlds;8;EssenceOfSugar;"[ ""I could see that the expectations for this sort of film would be mixed, but, for me, in a sense, I was optimistic about seeing Tom Cruise in a different film rather than Mission:Impossible. Funnily enough, Spielberg managed to pull if off, especially filming an American adaptation. But that didn't bother me, because I was gripped more or less by the time the tripods arrived. There are quite a few unnerving moments which made my skin crawl. It was worth watching, because it felt quite real, especially how the characters were feeling. A thrilling ride - Tom Cruise should do more of this. Great how the Americans could have a shot at this. The special effects were mind-blowing.The beginning felt a little stretched out, but at least the pace was relaxed halfway through the film. Overall, a film definitely worth watching."" ]";2
shaun-of-the-dead;10;EssenceOfSugar;"[ ""Plenty of gore, but it's all played for laughs. Simon Pegg is a terrifically comic actor and always knows how to make people laugh. Despite the panic-stricken individuals running around aimlessly, this film has a tight zombie-romance-comedy edge to it and some of the killings are just hilarious. It doesn't need to be sophisticated, which it isn't, but it doesn't reduce it to slapstick and toilet humour either. This film enters straight through the middle instead. Although it had zombies in it, there was a lot of comedy because most things were played for laughs, but there were a few horrific moments. Makes Shaun's monotonous life much more exciting and probably anyone else's life as well. Take control of your life, like Shaun - even if it includes the zombie apocalypse."" ]";4
the-day-after-tomorrow;8;EssenceOfSugar;"[ ""This film is good - I like the characters but most of all I found the climate change plot fascinating. This made the intense scenes with the snow and the rain quite entertaining, but it was pretty emotionally intense  as well. It's not a perfect film, but I enjoyed it when I was younger and I enjoyed it now. It still delivers brilliantly, and Jake Gyllenhaal is still as clever and gorgeous as usual."" ]";2
50-first-dates;7;EssenceOfSugar;"[ ""I was particularly put off by the beginning - the jokes were more or less unfunny - so I was almost put off from watching the whole film. The jokes began to get funnier and I felt kind of at ease because it was less about slapstick and more about what was going on. Adam Sandler has that unique humour where you either like it or hate it. I think the film was slightly messy in its construction, certain pieces were skipped to and the conclusion was a bit rushed. It lacked depth because of its limited explanation - although it helped to replay events that had previously happened. That doesn't make it a bad film though, because sometimes romantic comedies are just meant to be enjoyed, and this example of a medical condition in a beautiful romantic environment is refreshingly original."" ]";1
x-men-the-last-stand;8;EssenceOfSugar;"[ ""This was almost strong enough to stand on its own two feet. The action doesn't overshadow the plot or the emotional aspect too much and there's a beautiful collection of individuals that moves smoothly along, bringing some amazing variety without forgetting about them. This doesn't necessarily have a particular main character and I enjoyed the twist of Jean Grey along with the epic, all-out war between different sides. I liked how the mutants particularly were working during this, because it was different to how it was when they were just fighting in the previous two films. Of course, Ratner didn't seem to have much grip on how Singer did it because from the way I saw it, the emotional aspects were difficult to control. Despite the variety, there was a lot of running and unnecessary fighting. Overall, although it wasn't as good as the previous two films, I thoroughly very much enjoyed it."" ]";2
anger-management;10;EssenceOfSugar;"[ ""I see no reason why a film like this shouldn't receive such brilliant reviews. When I watched it, I thought it was hilarious - I could never imagine Adam Sandler and Jack Nicholson as such a pairing. The antics that both of them get up to could knock me off my feet any time. I wouldn't say that this movie was peppered with just jokes about private parts, because it wasn't. This film had a deeper meaning than that, especially as it was one man's unexpected journey to find himself. Although that sounds a bit weird, it's true, but the fact it psychologically meaningful and still manages to pull off the most hilarious jokes, it's one of the best films of its kind."" ]";4
twelve-monkeys;9;EssenceOfSugar;"[ ""A very touching and thought-provoking film surprisingly made by Terry Gilliam, one of the people behind Monty Python. The insight and themes surrounding this brilliant science-fiction film have depicted that somehow we ourselves are unsure of what is real and what is not. Each actor has their own creative part to play, and despite what you may think, with all the life-threatening and time-travel twists to get your head around, it will end up having a real impact on you, thinking about the real issues that are actually quite close to home."" ]";3
halloween-1978;10;EssenceOfSugar;"[ ""This is an honestly suspenseful thriller  it truly builds up right from the beginning. The fantastic simplicity of using the same soundtrack throughout lacks monotone and adds creepy familiarity, the neighborhood as the setting proves to be a falsely secure yet sunny environment. You're almost begging Michael Myers not to take off the mask which illustrates someone who looks human, but feels inhuman with those dark, merciless look in where his eyes should be. The colour is a muted, almost grainy tone, giving a more authentic 80's feel, with the shadow in the background disappearing with a second look which we unquestionably accept until the real thrills happen, as the haunting presence that contrasted with the setting is able to come out. Even when he does, Myers is still both intimidating and ruthless as he picks them off."", ""The self-reference of a director undoubtedly feels out of place, but the psychiatric character of Dr. Loomis played brilliantly with undeniably precise questioning by Donald Pleasance. We can forgive his more likely ridiculous stance as he searches for his patient, because it is counter-acted by such an emotionless, inhuman embodiment of nature vs. nurture with no solid reason to kill."", ""The running time was in tune with the story-line without frequent jump scares to provide nutrition, the kills worthwhile when they happen with a amazingly juicy one in the downstairs kitchen. It works with realism  a quiet, normal neighborhood disrupted by, rather than a raging presence, a silent stalker that symbolically represents the real safety of our neighborhood which can be likewise seen in other twisted slashers such as A Nightmare On Elm Street. The killer that comes out from beneath its shell and strikes without warning. A 6 year old with no soul, a butcher knife and murder on his mind? That is an argument that writes itself."" ]";4
equilibrium;10;EssenceOfSugar;"[ ""An underrated piece of art, this bleak future where emotions are forbidden has an ironic emotional core to it. It doesn't surround itself with blatant copies of Fahrenheit 451 and 1984, in fact, what many people would assume are carbon copies I would prefer to call references, harking back to other dystopian films while also being a standalone film in its own right. Equilibrium treats the matter with mild stoicism, foreshadowing particular events in a neat way that manages to explode in a thrilling yet thoughtful way. The ignorance of many critics that assumed the worst, didn't seem to see the whole picture. None of this was about the fact that censorship exists or that you could be executed for certain crimes. The whole idea of the film was to make you see how people behaved through lack of emotion, with the failure to see that emotion is what makes us human. Rather than take a purely political motive, it manages to incorporate perhaps a majorly ethical motive. The action that is contained in this film is not just for showing off. The stylistic features render the action scenes mindblowing, but no less helping to drive the core theme of the story - besides, the main character is a cleric, trained in the art of Gun Kata (a thrilling name for a sadly non-existent masterpiece of fighting style) who manages to put a chink in Libria's armour as we see through his perspective by realising he can use this weapon against the system that attempts and fails to betray him as someone who is 'feeling'. When I first regarded this film, I became fascinated about how, amongst the close-ups and wider shots, the main character seems to obviously show some kind of emotion without the intrusion of the system demanding why on earth he hasn't been arrested for his crimes. This ultimately came to the climax, whereby the foreshadowing managed to sneak its way in at the beginning. The fact that Christian Bale was chosen for this role makes me wonder why some people didn't think this was good, considering how deft he was in executing the action, the visual non-speaking scenes and the dialogue. To the amazing use of irony, a number of heart-rending scenes kept up the core theme, and the stylistic use of camera focus on Christian Bale emphasised the distress that we could feel he was going through, one being his flinching when we don't see the dogs being shot, but we can feel it by way of his reaction. However, I thought one of the most chilling scenes was during a raid of someone's apartment, with fires burning and people spattered with blood, was the simplicity of a dying man running into the main character, known as John Preston, bleeding, desperation and hope glittering in his eyes as he slides down, leaving Preston aghast and completely horrified, reflecting the man's pain. The expression on his face could not have been possibly matched, Christian Bale just executed that so perfectly that I could feel myself choking up and stopping dead. So this film, by none the way anything completely copied from other films, is a masterpiece in its own right. By way of insulting the stylistic features to convey emotion and provide thrilling action that shaped the film, the amazingly well-acted characters that were to no end incredibly fascinating, the amazingly clever storyline, you are refusing to take it to the light of some of the world's greatest films and distastefully making the biggest mistake of throwing it away. Like the scene in the film, whereby Preston awakes from a nightmare with shock and overwhelming emotion, tears away the fabric from the window to reveal glimmering light on the horizon and a rainbow glowing in the rain, it strips away the layers as the film goes on, lulling you into a false sense of security, but instead just brings you surprises exploding onto the scene, leaving you brimming with hope at the end. Look out for the poignant reference of Yeats."" ]";4
